id	cluster
monkeyc1g1s1	5
monkeyc1g1s2	5
monkeyc1g1s3	5
monkeyc1g1s4	5
monkeyc1g1s5	5
monkeyc1g1s6	5
monkeyc1g1s7	5
monkeyc1g1s8	5
monkeyc1g1s9	5
monkeyc1g1s10	5
monkeyc1g1s11	5
monkeyc1g1s12	5
monkeyc1g1s13	5
monkeyc1g1s14	5
monkeyc1g1s15	5
monkeyc1g1s16	5
monkeyc1g1s17	5
monkeyc1g1s18	5
monkeyc1g1s19	5
monkeyc1g1s20	5
monkeyc1g1s21	5
monkeyc1g1s22	5
monkeyc1g1s23	5
monkeyc1g1s24	5
monkeyc1g1s25	5
monkeyc1g1s26	5
monkeyc1g1s27	5
monkeyc1g1s28	5
monkeyc1g1s29	5
monkeyc1g1s30	5
monkeyc1g1s31	5
monkeyc1g1s32	5
monkeyc1g1s33	5
monkeyc1g1s34	5
monkeyc1g1s35	5
monkeyc1g1s36	5
monkeyc1g1s37	5
monkeyc1g1s38	5
monkeyc1g1s39	5
monkeyc1g1s40	5
monkeyc1g1s41	5
monkeyc1g1s42	5
monkeyc1g1s43	5
monkeyc1g1s44	5
monkeyc1g1s45	5
monkeyc1g1s46	5
monkeyc1g1s47	5
monkeyc1g1s48	5
monkeyc1g1s49	5
monkeyc1g1s50	5
monkeyc1g1s51	5
monkeyc1g1s52	5
monkeyc1g1s53	5
monkeyc1g1s54	5
monkeyc1g1s55	5
monkeyc1g1s56	5
monkeyc1g1s57	5
monkeyc1g1s58	5
monkeyc1g1s59	5
monkeyc1g1s60	5
monkeyc1g1s61	5
monkeyc1g1s62	5
monkeyc1g1s63	5
monkeyc1g1s64	5
monkeyc1g1s65	5
monkeyc1g1s66	5
monkeyc1g1s67	5
monkeyc1g1s68	5
monkeyc1g1s69	5
monkeyc1g1s70	5
monkeyc1g1s71	5
monkeyc1g1s72	5
monkeyc1g1s73	5
monkeyc1g1s74	5
monkeyc1g1s75	5
monkeyc1g1s76	5
monkeyc1g1s77	5
monkeyc1g1s78	5
monkeyc1g1s79	5
monkeyc1g1s80	5
monkeyc1g1s81	5
monkeyc1g1s82	5
monkeyc1g1s83	5
monkeyc1g1s84	5
monkeyc1g1s85	5
monkeyc1g1s86	5
monkeyc1g1s87	5
monkeyc1g1s88	5
monkeyc1g1s89	5
monkeyc1g1s90	5
monkeyc1g1s91	5
monkeyc1g1s92	5
monkeyc1g1s93	5
monkeyc1g1s94	5
monkeyc1g1s95	5
monkeyc1g1s96	5
monkeyc1g1s97	5
monkeyc1g1s98	5
monkeyc1g1s99	5
monkeyc1g1s100	5
monkeyc1g1s101	5
monkeyc1g1s102	5
monkeyc1g1s103	5
monkeyc1g1s104	5
monkeyc1g1s105	5
monkeyc1g1s106	5
monkeyc1g1s107	5
monkeyc1g1s108	5
monkeyc1g1s109	5
monkeyc1g1s110	5
monkeyc1g1s111	5
monkeyc1g1s112	5
monkeyc1g1s113	5
monkeyc1g1s114	5
monkeyc1g1s115	5
monkeyc1g1s116	5
monkeyc1g1s117	5
monkeyc1g1s118	5
monkeyc1g1s119	5
monkeyc1g1s120	5
monkeyc1g1s121	5
monkeyc1g1s122	5
monkeyc1g1s123	5
monkeyc1g1s124	5
monkeyc1g1s125	5
monkeyc1g1s126	5
monkeyc1g1s127	5
monkeyc1g1s128	5
monkeyc1g1s129	5
monkeyc1g1s130	5
monkeyc1g1s131	5
monkeyc1g1s132	5
monkeyc1g1s133	5
monkeyc1g1s134	5
monkeyc1g1s135	5
monkeyc1g1s136	5
monkeyc1g1s137	5
monkeyc1g1s138	5
monkeyc1g1s139	5
monkeyc1g1s140	5
monkeyc1g1s141	5
monkeyc1g1s142	5
monkeyc1g1s143	5
monkeyc1g1s144	5
monkeyc1g1s145	5
monkeyc1g1s146	5
monkeyc1g1s147	5
monkeyc1g1s148	5
monkeyc1g1s149	5
monkeyc1g1s150	5
monkeyc1g1s151	5
monkeyc1g1s152	5
monkeyc1g1s153	5
monkeyc1g1s154	5
monkeyc1g1s155	5
monkeyc1g1s156	5
monkeyc1g1s157	5
monkeyc1g1s158	5
monkeyc1g1s159	5
monkeyc1g1s160	5
monkeyc1g1s161	5
monkeyc1g1s162	5
monkeyc1g1s163	5
monkeyc1g1s164	5
monkeyc1g1s165	5
monkeyc1g1s166	5
monkeyc1g1s167	5
monkeyc1g1s168	5
monkeyc1g1s169	5
monkeyc1g1s170	5
monkeyc1g1s171	5
monkeyc1g1s172	5
monkeyc1g1s173	5
monkeyc1g1s174	5
monkeyc1g1s175	5
monkeyc1g1s176	5
monkeyc1g1s177	5
monkeyc1g1s178	5
monkeyc1g1s179	5
monkeyc1g1s180	5
monkeyc1g1s181	5
monkeyc1g1s182	5
monkeyc1g1s183	5
monkeyc1g1s184	5
monkeyc1g1s185	5
monkeyc1g1s186	5
monkeyc1g1s187	5
monkeyc1g1s188	5
monkeyc1g1s189	5
monkeyc1g1s190	5
monkeyc1g1s191	5
monkeyc1g1s192	5
monkeyc1g1s193	5
monkeyc1g1s194	5
monkeyc1g1s195	5
monkeyc1g1s196	5
monkeyc1g1s197	5
monkeyc1g1s198	5
monkeyc1g1s199	5
monkeyc1g1s200	5
monkeyc1g1s201	5
monkeyc1g1s202	5
monkeyc1g1s203	5
monkeyc1g1s204	5
monkeyc1g1s205	5
monkeyc1g1s206	5
monkeyc1g1s207	5
monkeyc1g1s208	5
monkeyc1g1s209	5
monkeyc1g1s210	5
monkeyc1g1s211	5
monkeyc1g1s212	5
monkeyc1g1s213	5
monkeyc1g1s214	5
monkeyc1g1s215	5
monkeyc1g1s216	5
monkeyc1g1s217	5
monkeyc1g1s218	5
monkeyc1g1s219	5
monkeyc1g1s220	5
monkeyc1g1s221	5
monkeyc1g1s222	5
monkeyc1g1s223	5
monkeyc1g1s224	5
monkeyc1g1s225	5
monkeyc1g1s226	5
monkeyc1g1s227	5
monkeyc1g1s228	5
monkeyc1g1s229	5
monkeyc1g1s230	5
monkeyc1g1s231	5
monkeyc1g1s232	5
monkeyc1g1s233	5
monkeyc1g1s234	5
monkeyc1g1s235	5
monkeyc1g1s236	5
monkeyc1g1s237	5
monkeyc1g1s238	5
monkeyc1g1s239	5
monkeyc1g1s240	5
monkeyc1g1s241	5
monkeyc1g1s242	5
monkeyc1g1s243	5
monkeyc1g1s244	5
monkeyc1g1s245	5
monkeyc1g1s246	5
monkeyc1g1s247	5
monkeyc1g1s248	5
monkeyc1g1s249	5
monkeyc1g1s250	5
monkeyc1g1s251	5
monkeyc1g1s252	5
monkeyc1g1s253	5
monkeyc1g1s254	5
monkeyc1g1s255	5
monkeyc1g1s256	5
monkeyc1g1s257	5
monkeyc1g1s258	5
monkeyc1g1s259	5
monkeyc1g1s260	5
monkeyc1g1s261	5
monkeyc1g1s262	5
monkeyc1g1s263	5
monkeyc1g1s264	5
monkeyc1g1s265	5
monkeyc1g1s266	5
monkeyc1g1s267	5
monkeyc1g1s268	5
monkeyc1g1s269	5
monkeyc1g1s270	5
monkeyc1g1s271	5
monkeyc1g1s272	5
monkeyc1g1s273	5
monkeyc1g1s274	5
monkeyc1g1s275	5
monkeyc1g1s276	5
monkeyc1g1s277	5
monkeyc1g1s278	5
monkeyc1g1s279	5
monkeyc1g1s280	5
monkeyc1g1s281	5
monkeyc1g1s282	5
monkeyc1g1s283	5
monkeyc1g1s284	5
monkeyc1g1s285	5
monkeyc1g1s286	5
monkeyc1g1s287	5
monkeyc1g1s288	5
monkeyc1g1s289	5
monkeyc1g1s290	5
monkeyc1g1s291	5
monkeyc1g1s292	5
monkeyc1g1s293	5
monkeyc1g1s294	5
monkeyc1g1s295	5
monkeyc1g1s296	5
monkeyc1g1s297	5
monkeyc1g1s298	5
monkeyc1g1s299	5
monkeyc1g1s300	5
monkeyc1g1s301	5
monkeyc1g1s302	5
monkeyc1g1s303	5
monkeyc1g1s304	5
monkeyc1g1s305	5
monkeyc1g1s306	5
monkeyc1g1s307	5
monkeyc1g1s308	5
monkeyc1g1s309	5
monkeyc1g1s310	5
monkeyc1g1s311	5
monkeyc1g1s312	5
monkeyc1g1s313	5
monkeyc1g1s314	5
monkeyc1g1s315	5
monkeyc1g1s316	5
monkeyc1g1s317	5
monkeyc1g1s318	5
monkeyc1g1s319	5
monkeyc1g1s320	5
monkeyc1g1s321	5
monkeyc1g1s322	5
monkeyc1g1s323	5
monkeyc1g1s324	5
monkeyc1g1s325	5
monkeyc1g1s326	5
monkeyc1g1s327	5
monkeyc1g1s328	5
monkeyc1g1s329	5
monkeyc1g1s330	5
monkeyc1g1s331	5
monkeyc1g1s332	5
monkeyc1g1s333	5
monkeyc1g1s334	5
monkeyc1g1s335	5
monkeyc1g1s336	5
monkeyc1g1s337	5
monkeyc1g1s338	5
monkeyc1g1s339	5
monkeyc1g1s340	5
monkeyc1g1s341	5
monkeyc1g1s342	5
monkeyc1g1s343	5
monkeyc1g1s344	5
monkeyc1g1s345	5
monkeyc1g1s346	5
monkeyc1g1s347	5
monkeyc1g1s348	5
monkeyc1g1s349	5
monkeyc1g1s350	5
monkeyc1g1s351	5
monkeyc1g1s352	5
monkeyc1g1s353	5
monkeyc1g1s354	5
monkeyc1g1s355	5
monkeyc1g1s356	5
monkeyc1g1s357	5
monkeyc1g1s358	5
monkeyc1g1s359	5
monkeyc1g1s360	5
monkeyc1g1s361	5
monkeyc1g1s362	5
monkeyc1g1s363	5
monkeyc1g1s364	5
monkeyc1g1s365	5
monkeyc1g1s366	5
monkeyc1g1s367	5
monkeyc1g1s368	5
monkeyc1g1s369	5
monkeyc1g1s370	5
monkeyc1g1s371	5
monkeyc1g1s372	5
monkeyc1g1s373	5
monkeyc1g1s374	5
monkeyc1g1s375	5
monkeyc1g1s376	5
monkeyc1g1s377	5
monkeyc1g1s378	5
monkeyc1g1s379	5
monkeyc1g1s380	5
monkeyc1g1s381	5
